id,group,routeId,locationId,actorKey,actionId,variant,order,speakerIdentity,speakerName,portraitKey,portraitPlacement,narrationName,text,sceneHint,notes
"location.ambient.baohua-hall.pray.2","location-ambient","","宝华殿","","pray","2","106","场景旁白","宝华殿","","","宝华殿","你拈香祝祷片刻，耳边只剩风过檐铃，原本紊乱的思绪倒被理顺了一截。","","宝华殿环境文本"
"location.ambient.baohua-hall.stroll-idle.0","location-ambient","","宝华殿","","stroll-idle","0","107","场景旁白","宝华殿","","","宝华殿","殿内香烟缭绕，寂静无声，唯有经幡在高处轻轻拂动。","","宝华殿环境文本"
"location.ambient.baohua-hall.stroll-idle.1","location-ambient","","宝华殿","","stroll-idle","1","108","场景旁白","宝华殿","","","宝华殿","你沿回廊缓步走了一圈，只见佛前灯影安稳，并无人上前惊动这一殿清静。","","宝华殿环境文本"
"location.ambient.baohua-hall.stroll-idle.2","location-ambient","","宝华殿","","stroll-idle","2","109","场景旁白","宝华殿","","","宝华殿","宝华殿里檀香未散，僧值与宫人都各守其位，四下只余极轻的木鱼回音。","","宝华殿环境文本"
"location.ambient.baohua-hall.stroll-idle.3","location-ambient","","宝华殿","","stroll-idle","3","110","场景旁白","宝华殿","","","宝华殿","你在殿前驻足片刻，金像沉静无言，连来往脚步都像被这一处清气压低了声息。","","宝华殿环境文本"
"location.ambient.tai-hospital.stroll-idle.0","location-ambient","","太医院","","stroll-idle","0","111","场景旁白","太医院","","","太医院","药香混着水声在廊下缓缓铺开，来往医官各忙各的，并无人停步同你搭话。","","太医院环境文本"
"location.ambient.tai-hospital.stroll-idle.1","location-ambient","","太医院","","stroll-idle","1","112","场景旁白","太医院","","","太医院","你沿着晒药架与回廊走了一圈，只见药童低头分拣药材，太医院里一时并无旁事惊动。","","太医院环境文本"
"location.ambient.tai-hospital.stroll-idle.2","location-ambient","","太医院","","stroll-idle","2","113","场景旁白","太医院","","","太医院","太医院里只闻药碾轻响与铜炉微沸，宫人来去匆匆，却没有谁为你停下脚步。","","太医院环境文本"
"location.ambient.tai-hospital.stroll-idle.3","location-ambient","","太医院","","stroll-idle","3","114","场景旁白","太医院","","","太医院","你在药房外驻足片刻，空气里尽是苦香与热汽，四下安静得只剩翻脉案的细碎声响。","","太医院环境文本"
"location.ambient.tai-hospital.consult.0","location-ambient","","太医院","","consult","0","115","场景旁白","太医院","","","太医院","你在案边陪着看完一轮脉案，药理关窍像被轻轻拨开一层，心里也更有底了。","","太医院环境文本"
"location.ambient.tai-hospital.consult.1","location-ambient","","太医院","","consult","1","116","场景旁白","太医院","","","太医院","几册旧脉案与一回会诊听下来，你对药性配伍又明白了一分，连看方都顺了些。","","太医院环境文本"
"location.ambient.tai-hospital.consult.2","location-ambient","","太医院","","consult","2","117","场景旁白","太医院","","","太医院","你跟着医官把这一轮会诊看完，药香与脉案里的门道慢慢落进心里，药理也随之精进。","","太医院环境文本"
"location.ambient.miaoyin-hall.listen.0","location-ambient","","妙音堂","","listen","0","118","场景旁白","妙音堂","","","妙音堂","丝竹隔着帘影缓缓流开，你把这一折听到尾声时，连心口那点郁气也松了些。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.listen.1","location-ambient","","妙音堂","","listen","1","119","场景旁白","妙音堂","","","妙音堂","堂中板眼稳稳落下，你听着清音回转，眉间原先绷着的神色也跟着缓了一截。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.listen.2","location-ambient","","妙音堂","","listen","2","120","场景旁白","妙音堂","","","妙音堂","你在妙音堂静静听完一轮，梁间余音未散，心绪却已比来时安稳许多。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.stroll-idle.0","location-ambient","","妙音堂","","stroll-idle","0","121","场景旁白","妙音堂","","","妙音堂","妙音堂里只闻弦索与檀板相和，宫人来去虽多，却并无人上前同你搭话。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.stroll-idle.1","location-ambient","","妙音堂","","stroll-idle","1","122","场景旁白","妙音堂","","","妙音堂","你沿回廊走了一圈，只见乐工低头调弦、伶人守着拍子，这一回并无旁事生出。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.stroll-idle.2","location-ambient","","妙音堂","","stroll-idle","2","123","场景旁白","妙音堂","","","妙音堂","帘影轻晃，丝竹未停，妙音堂里的喧闹都被礼数压住，只余清音在堂中回旋。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.stroll-idle.3","location-ambient","","妙音堂","","stroll-idle","3","124","场景旁白","妙音堂","","","妙音堂","你在堂前停了片刻，听见一层层余音从珠帘后透出来，四下并无人惊动你。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.sign-up.0","location-ambient","","妙音堂","","sign-up","0","125","场景旁白","妙音堂","","","妙音堂","你将曲谱交到掌册宫人手里，对方依礼记下名录，只待宫宴近时再排演次序。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.sign-up.1","location-ambient","","妙音堂","","sign-up","1","126","场景旁白","妙音堂","","","妙音堂","报名册页被低低翻过一张，你递上的曲谱已经记入名下，后头只等排演定调。","","妙音堂环境文本"
"location.ambient.miaoyin-hall.sign-up.2","location-ambient","","妙音堂","","sign-up","2","127","场景旁白","妙音堂","","","妙音堂","掌册宫人收下曲谱后温声应诺，名录里已添上你的名字，只待日后登场。","","妙音堂环境文本"
"kitchen.dialogue.buziyou.first","location-encounter","","御膳房","buziyou","forced-meet","","1","御厨","布自游","buziyou","stage","御膳房","{{voiceTag}} 布自游拎着刚起锅的食盒从灶后转出来，先把你从头到尾看了一遍，才低声笑道：“娘娘倒是不避烟火气。御膳房人来人往，若只想寻口热食，我还能替娘娘挑一份清爽的；若想借这地方看人，也未必来错。”","这是你与布自游在御膳房的第一次照面。此后主界面会留下他的入口。","御膳房 本地剧情"
"kitchen.dialogue.buziyou.default","location-encounter","","御膳房","buziyou","default","","2","御厨","布自游","buziyou","stage","御膳房","{{voiceTag}} 布自游抬手把木匙搁在案边，朝你略略颔首：“膳房里最不缺的就是耳目，娘娘若来找我，想必也不是只为了问这锅汤熬得如何。话可以说，只是说到哪一步，得看娘娘先给我几分真心。”","布自游惯会留半句余地。你说得越直，他越会借机试你的分寸。","御膳房 本地剧情"
"kitchen.dialogue.consort.stroll","location-encounter","","御膳房","consort","stroll-encounter","","3","{{actorIdentity}}","{{actorName}}","consort","stage","御膳房","{{voiceTag}} 你在御膳房廊下与{{actorIdentity}} {{actorName}}撞了个正着。炊烟尚暖，她却已经先按住袖口，低声道：“娘娘今日会来这里，倒叫人意外。御膳房人杂口杂，若娘娘有话，不妨说得轻些。”","这里比寝宫更近人间烟火，也更容易把一句随口的话放大成流言。","御膳房 本地剧情"
"kitchen.dialogue.default","location-encounter","","御膳房","consort","default","","4","{{actorIdentity}}","{{actorName}}","consort","stage","御膳房","{{voiceTag}} {{actorName}}站在灶间暖光里望向你，像是已经猜到你不会只为一盘点心驻足。","先看她愿不愿意把这场偶遇当成一段能继续的话。","御膳房 本地剧情"
"taiyi.dialogue.jianning.first","location-encounter","","太医院","jianning","forced-meet","","5","太医","简宁","jianning","stage","太医院","你在回廊尽头撞见简宁正替一名宫人按脉。他将指尖从脉上收回，先低声交代了药童两句，才转向你微微颔首：“娘娘既能走到这里，多半不是来看热闹的。太医院里人命轻重都压在一张方子上，若真想学药理，先学看脉、辨急缓，再谈旁的。”","这是你与简宁在太医院的第一次照面。此后主界面会留下他的入口。","太医院 本地剧情"
"taiyi.dialogue.jianning.default","location-encounter","","太医院","jianning","default","","6","太医","简宁","jianning","stage","太医院","简宁把案上的脉案合拢，语气稳得近乎冷静：“太医院里最怕的不是方子难开，是看错了轻重，还以为自己救得了人。娘娘若只是想问一句药理，我能回；若想借病症去看人心，那就得先想清楚，自己受不受得住后果。”","他说话极稳，像每一句都先在心里过了一遍药性与分寸。","太医院 本地剧情"
"taiyi.dialogue.dowager.default","location-encounter","","太医院","dowager","default","","7","太后","太后","taihou","stage","太医院","太后立在药柜前，并未立刻回身，只淡淡道：“来太医院的人，不一定都是为问诊，也可能是来查一桩不该病的病。你既在这里撞见哀家，就别只拿场面话来搪塞。若要回话，便回一句担得住轻重的。”","太医院里一句病情、一句口风，都可能另有分量。","太医院 本地剧情"
"taiyi.dialogue.consort.default","location-encounter","","太医院","consort","default","","8","{{actorIdentity}}","{{actorName}}","consort","stage","太医院","你在药廊拐角处与{{actorIdentity}} {{actorName}}撞见，对方先按住袖口闻了一下药香，才低声道：“娘娘今日会来太医院，倒叫人意外。这里最不缺脉案与耳目，若您当真有话，不妨先看我愿不愿意接。”","药香压不住人心，越是静处，越显得一句话轻重分明。","太医院 本地剧情"
"baohua.dialogue.dangyi.first","location-encounter","","宝华殿","dangyi","forced-meet","","9","佛殿执事","当一","dangyi","stage","宝华殿","当一立在供灯之后，先将手里经卷合起，才朝你微微一礼：“娘娘连着来宝华殿三回，想来不是只为走个过场。佛前最忌口是心非，可宫里的人偏偏最难避开的，也是这四个字。娘娘若愿意，往后到殿里来，不妨把心放稳些，再看该问什么、该信什么。”","这是你与当一在宝华殿的第一次照面。此后主界面会留下他的入口。","宝华殿 本地剧情"
"baohua.dialogue.dangyi.default","location-encounter","","宝华殿","dangyi","default","","10","佛殿执事","当一","dangyi","stage","宝华殿","当一将案前残香拨正，语气极缓：“宝华殿里看似最静，其实来的人各有心事。娘娘若只想求一句宽心话，我能回；若想借这地方看人心，也未必来错。只是有些话，知道得太早，不见得是福。”","他看得透，却不肯把话一次说满。","宝华殿 本地剧情"
"baohua.dialogue.dowager.default","location-encounter","","宝华殿","dowager","default","","11","太后","太后","taihou","stage","宝华殿","太后立在佛前，并未回身，只淡淡开口：“肯来宝华殿的人，不一定真信佛，也未必不信因果。你既在这里撞见哀家，就别只拿场面上的话来搪塞。今日这殿里清净，你若要回话，便回一句担得起后果的。”","太后在佛前依旧看重分寸，你一句轻重都藏不住。","宝华殿 本地剧情"
"baohua.dialogue.consort.default","location-encounter","","宝华殿","consort","default","","12","{{actorIdentity}}","{{actorName}}","consort","stage","宝华殿","你在宝华殿回廊下与{{actorIdentity}} {{actorName}}撞见，对方先按住袖口，目光在你身上轻轻停了一瞬，才低声道：“娘娘今日会来这里，倒比旁处更叫人意外。佛前清净，话也不宜说得太满，您若真有心事，不妨先看我愿不愿意接。”","宝华殿比别处更静，越静，越显得一句话轻重分明。","宝华殿 本地剧情"
"huaqing.dialogue.lianqiao.default","location-encounter","","华清池","lianqiao","default","","13","乐师","连翘","lianqiao","stage","华清池","池边灯影映在水面上，一圈一圈晃开。连翘将湿润的发尾拢到肩后，像是先听完了你呼吸里的停顿，才轻声道：“妙音堂外的连翘会听曲，到了华清池边，便更会听人。娘娘既在深夜把人请到这里，总不会只是想叫这一池水白白起雾吧？”","深夜的华清池比别处更近，也更容易把一句话记得太深。","华清池 本地剧情"
"huaqing.dialogue.lianqiao.follow-up","location-encounter","","华清池","lianqiao","follow-up","","14","乐师","连翘","lianqiao","stage","华清池","连翘听完你这句，只把目光从水面慢慢收回：“娘娘若还想留住这一夜的余温，往后便别只靠运气来见我。今日到这里，已经够了。”","这一轮对话已经收束，可以回到华清池主界面了。","华清池 本地剧情"
"huaqing.dialogue.consort.default","location-encounter","","华清池","consort","default","","15","{{actorIdentity}}","{{actorName}}","consort","stage","华清池","温泉热气沿着池沿慢慢漫开，{{actorIdentity}} {{actorName}}隔着一层薄雾望向你，先低低行了一礼，才轻声道：“娘娘今夜邀我同来华清池，倒叫人意外。这里离宫墙远，离人心却近，若真要说什么，只怕一句比一句更难装作没听见。”","池边水声不断，越是轻的一句话，越容易被人听进心里。","华清池 本地剧情"
"huaqing.dialogue.consort.follow-up","location-encounter","","华清池","consort","follow-up","","16","{{actorIdentity}}","{{actorName}}","consort","stage","华清池","{{actorName}}听完后没有再往前递话，只把这一池水雾静静看了片刻：“华清池里的话，说到这里也就够了。再往下走，恐怕谁都未必还装得住从容。”","这一轮对话已经收束，可以回到华清池主界面了。","华清池 本地剧情"
"miaoyin.dialogue.lianqiao.first","location-encounter","","妙音堂","lianqiao","first-meet","","17","乐师","连翘","lianqiao","stage","妙音堂","一折将尽时，隔着半幅珠帘，有人把最后一个转音收得极轻。连翘回身时先抬手按住尚在余颤的琴弦，目光在你身上停了停，才低声道：“娘娘连着来听了几回，想来不是只为散心。妙音堂里最怕的不是错音，是听不出轻重，却偏要装作真懂。”","这是你与连翘第一次在妙音堂正式照面。","妙音堂 本地剧情"
"miaoyin.dialogue.lianqiao.unlock","location-encounter","","妙音堂","lianqiao","meet-lianqiao","","18","乐师","连翘","lianqiao","stage","妙音堂","堂中人声渐散，连翘把谱页轻轻合上，像是终于肯把视线真正落在你身上：“娘娘前后听到第六回，还肯来，便不是随意消磨。会听曲的人很多，能把一折里的呼吸与收放都听进去的人却少。若娘娘不嫌，我往后也愿为你多留一份好曲。”","这一回以后，妙音堂主界面会永久留下连翘的入口。","妙音堂 本地剧情"
"miaoyin.dialogue.lianqiao.gift","location-encounter","","妙音堂","lianqiao","gift-event","","19","乐师","连翘","lianqiao","stage","妙音堂","寝殿门外的宫灯被风拂得轻轻一晃，连翘将一卷新谱递到你手边，声音比平日更轻：“前几日试出来一折新意，我想着娘娘也许会喜欢，便先替你留下了。曲子这种东西，若无人肯细听，再好也只像白白落在梁间。”","这是连翘特意给你送来的曲谱。","妙音堂 本地剧情"
"miaoyin.dialogue.lianqiao.default","location-encounter","","妙音堂","lianqiao","default","","20","乐师","连翘","lianqiao","stage","妙音堂","连翘将指尖从弦上慢慢收回，先听堂中余音散净，才低声开口：“妙音堂看着热闹，其实人人都在守自己的节拍。娘娘若只是来听一折，我能陪；若想借曲声看人心，那就得先看自己肯听到哪一步。”","她说话像收弦时那一下，轻，却分明留着后劲。","妙音堂 本地剧情"
"miaoyin.dialogue.lianqiao.follow-up","location-encounter","","妙音堂","lianqiao","follow-up","","21","乐师","连翘","lianqiao","stage","妙音堂","连翘听完你这一句，指尖在谱页边缘轻轻一点，像是把最后那点余音也收住了：“娘娘既听得明白，往后再来妙音堂，便不会只是过客。今日这折，到这里就够了。”","这一回话已经收住，可以回到妙音堂主界面了。","妙音堂 本地剧情"
"miaoyin.dialogue.lianqiao.gift-follow-up","location-encounter","","妙音堂","lianqiao","gift-follow-up","","22","乐师","连翘","lianqiao","stage","妙音堂","连翘听完你这句，只把谱卷往你掌中轻轻一推：“娘娘既肯收，我便算没白走这一趟。往后若还有合你心意的，我仍替你留着。”","这一回话已经收住，可以回到妙音堂主界面了。","妙音堂 本地剧情"
"miaoyin.dialogue.emperor.default","location-encounter","","妙音堂","emperor","default","","23","皇帝","容安","emperor","stage","妙音堂","帘后拍板声刚歇，皇帝已在阶前站定。容安没有立刻发问，只把目光从你眉眼间扫过，才淡淡道：“朕原只当你是来听个热闹，如今看来，你倒真能听出这一堂清音里的轻重。若你愿意，今夜之后可来养心殿，把这一折从头说给朕听。”","圣意来得突然，回话的轻重会被记得很久。","妙音堂 本地剧情"
"miaoyin.dialogue.emperor.follow-up","location-encounter","","妙音堂","emperor","follow-up","","24","皇帝","容安","emperor","stage","妙音堂","容安听罢并未立刻多说，只把目光略略压低几分：“你这句回得还算有分寸。今夜之邀，朕记下了。至于该不该来，你回去再想一想。”","这一回偶遇已经收束，但圣意并不会就此散去。","妙音堂 本地剧情"
"miaoyin.dialogue.consort.default","location-encounter","","妙音堂","consort","default","","25","{{actorIdentity}}","{{actorName}}","consort","stage","妙音堂","你在妙音堂回廊下与{{actorIdentity}} {{actorName}}撞了个正着，对方先停了脚步，像是把堂中余音也一并听完，才低声道：“娘娘今日竟会来此，倒叫人意外。这里人多眼也多，若真有话，总得先看值不值得说。”","妙音堂看似风雅，真正藏着的仍是人心与分寸。","妙音堂 本地剧情"
"kitchen.dialogue.buziyou.follow-up","location-encounter","","御膳房","buziyou","follow-up","","26","御厨","布自游","buziyou","stage","御膳房","布自游听完你这句“{{optionLabel}}”，先把灶边木匙搁稳，才低声笑道：“娘娘既把话递到这里，我自然听明白了。御膳房里不宜久留，这一轮先收着，往后再说。”","这一轮回应已经收束，可以回到御膳房主界面了。","御膳房 本地剧情"
"kitchen.dialogue.consort.follow-up","location-encounter","","御膳房","consort","follow-up","","27","{{actorIdentity}}","{{actorName}}","consort","stage","御膳房","{{actorIdentity}} {{actorName}}把你这句“{{optionLabel}}”听了进去，略略压住袖口，才轻声道：“娘娘既肯把话说到这里，我也记下了。御膳房人多耳杂，这一轮便先收住。”","这一轮回应已经收束，可以回到御膳房主界面了。","御膳房 本地剧情"
"baohua.dialogue.dangyi.follow-up","location-encounter","","宝华殿","dangyi","follow-up","","28","佛殿执事","当一","dangyi","stage","宝华殿","当一听完你这句回话，只将目光在香火间停了一停，才低声道：“娘娘心里有数，往后再来宝华殿，便不会白来。今日先把这句话记下，余下的，不必急在一时。”","这一回话头已经收住，可以回到殿中主界面了。","宝华殿 本地剧情"
"baohua.dialogue.dowager.follow-up","location-encounter","","宝华殿","dowager","follow-up","","29","太后","太后","taihou","stage","宝华殿","太后听罢并未再追问，只把佛珠慢慢一捻：“记得住分寸，比会说漂亮话更要紧。宝华殿不是争一时口舌的地方，今日这句，到这里便够了。”","太后已把话收住，不宜再在殿前逗留。","宝华殿 本地剧情"
"taiyi.dialogue.jianning.follow-up","location-encounter","","太医院","jianning","follow-up","","30","太医","简宁","jianning","stage","太医院","简宁听完你这句“{{optionLabel}}”，只把脉案往掌下一压，才缓声道：“娘娘能把话说到这里，已算明白几分。药理这种事，最忌心浮。往后若还想来问，就带着今日这点耐性再来。”","这一回话头已经收住，可以回到太医院主界面了。","太医院 本地剧情"
"taiyi.dialogue.dowager.follow-up","location-encounter","","太医院","dowager","follow-up","","31","太后","太后","taihou","stage","太医院","太后听罢并未再追问，只将视线从药柜上缓缓收回：“记得住轻重，比记得住药名更要紧。太医院不是由人逞聪明的地方，今日这句，到这里便够了。”","太后已把话收住，不宜再在廊下逗留。","太医院 本地剧情"
"taiyi.dialogue.consort.follow-up","location-encounter","","太医院","consort","follow-up","","32","{{actorIdentity}}","{{actorName}}","consort","stage","太医院","{{actorIdentity}} {{actorName}}把你这句“{{optionLabel}}”听了进去，略略拢住袖口，才轻声道：“娘娘既肯把话递到这里，我自然记下了。太医院不是久谈之地，这一轮便先收住，改日再续。”","这一轮回应已经收束，可以回到太医院主界面了。","太医院 本地剧情"
